alg,clNo,clustsize,no.Trubetskoy Broad,no. Trubetskoy Priortised,Molecular Function,Biological Function,Diseases,False Trub Enrichment
sgG5,37,25,0,0,"['structural constituent of ribosome', 'RNA binding']","['cytoplasmic_translation', 'translation', 'rRNA_processing', 'ribosomal_large_subunit_biogenesis']",[],False
sgG5,62,27,0,0,"['SNAP receptor activity', 'syntaxin binding', 'SNARE binding', 'syntaxin-1 binding', 'calcium-dependent protein binding', 'chloride channel inhibitor activity', 'myosin II binding', 'soluble NSF attachment protein activity']","['vesicle_docking', 'synaptic_vesicle_fusion_to_presynaptic_a...', 'vesicle_fusion', 'exocytosis', 'SNARE_complex_assembly', 'regulation_of_synaptic_vesicle_priming', 'intracellular_protein_transport', 'regulation_of_exocytosis', 'membrane_fusion', 'synaptic_vesicle_priming', 'exocytic_insertion_of_neurotransmitter_r...', 'cornified_envelope_assembly', 'vesicle_targeting', 'regulation_of_protein_secretion', 'endocytic_recycling', 'synaptic_vesicle_exocytosis', 'protein_transport', 'insulin_secretion', 'calcium_ion-regulated_exocytosis_of_neur...', 'synaptic_vesicle_to_endosome_fusion', 'SNARE_complex_disassembly', 'vesicle_docking_involved_in_exocytosis', 'positive_regulation_of_neurotransmitter_...', 'cellular_response_to_interferon-gamma']","['frontotemporal_dementia', 'epilepsy_syndrome']",False
sgG5,35,16,0,0,"['clathrin adaptor activity', 'clathrin binding', 'clathrin light chain binding', 'clathrin heavy chain binding', 'phosphatidylinositol-3,4-bisphosphate binding', 'phosphatidylinositol-3,5-bisphosphate binding', 'peptide binding', 'structural molecule activity', 'low-density lipoprotein particle receptor binding', 'SH3 domain binding']","['clathrin-dependent_endocytosis', 'clathrin_coat_assembly', 'endocytosis', 'regulation_of_endocytosis', 'postsynaptic_neurotransmitter_receptor_i...', 'endosomal_transport', 'intracellular_protein_transport', 'receptor-mediated_endocytosis', 'positive_regulation_of_platelet-derived_...', 'positive_regulation_of_epidermal_growth_...', 'amyloid-beta_clearance_by_transcytosis', 'activation_of_cysteine-type_endopeptidas...']",[],False
sgG5,26,8,0,0,"['GABA-A receptor activity', 'GABA-gated chloride ion channel activity', 'chloride channel activity', 'neurotransmitter receptor activity', 'transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential', 'inhibitory extracellular ligand-gated monoatomic ion channel activity', 'benzodiazepine receptor activity', 'GABA receptor activity', 'GABA receptor binding', 'ligand-gated monoatomic ion channel activity involved in regulation of presynaptic membrane potential', 'complement component C1q complex binding', 'kininogen binding', 'adrenergic receptor binding', 'mitochondrial ribosome binding', 'ligand-gated monoatomic ion channel activity', 'G protein-coupled neurotransmitter receptor activity involved in regulation of presynaptic membrane potential']","['nervous_system_process', 'gamma-aminobutyric_acid_signaling_pathwa...', 'inhibitory_synapse_assembly', 'chloride_transmembrane_transport', 'synaptic_transmission,_GABAergic', 'cellular_response_to_histamine', 'regulation_of_postsynaptic_membrane_pote...', 'signal_transduction', 'regulation_of_membrane_potential']","['epilepsy_syndrome', 'autistic_disorder', 'autism_spectrum_disorder', 'schizophrenia', 'bipolar_disorder']",False
sgG5,24,25,0,0,"['RNA binding', 'mRNA binding', ""mRNA 3'-UTR binding"", 'single-stranded DNA binding', 'G-rich strand telomeric DNA binding', 'pre-mRNA intronic binding', 'poly(U) RNA binding', 'single-stranded RNA binding', 'poly(A) binding', 'miRNA binding', 'molecular condensate scaffold activity']","['mRNA_splicing,_via_spliceosome', 'regulation_of_RNA_splicing', 'RNA_processing', 'mRNA_processing', 'mRNA_transport', 'negative_regulation_of_nuclear-transcrib...', 'viral_RNA_genome_replication', 'positive_regulation_of_telomerase_RNA_re...', 'regulation_of_mRNA_splicing,_via_spliceo...', 'regulation_of_gene_expression']",[],False
sgG5,16,14,0,0,"['structural constituent of ribosome', 'RNA binding', 'ubiquitin ligase inhibitor activity', 'small ribosomal subunit rRNA binding', 'tubulin binding', 'MDM2/MDM4 family protein binding', 'DNA binding', 'signaling receptor complex adaptor activity', ""mRNA 5'-UTR binding"", 'protein kinase A binding', 'JUN kinase kinase kinase activity', 'GTP-dependent protein kinase activity', 'peroxidase inhibitor activity', 'co-receptor binding', 'beta-catenin destruction complex binding', 'damaged DNA binding', 'DNA-(apurinic or apyrimidinic site) endonuclease activity', 'DNA endonuclease activity', 'oxidized purine DNA binding', 'oxidized pyrimidine DNA binding', 'ubiquitin-like protein conjugating enzyme binding', 'iron-sulfur cluster binding', 'supercoiled DNA binding', 'class I DNA-(apurinic or apyrimidinic site) endonuclease activity']","['translation', 'cytoplasmic_translation', 'ribosomal_small_subunit_biogenesis']",[],False
sgG5,7,12,0,0,"['molecular adaptor activity', 'GTPase activity', 'GTP binding']",['cytoskeleton-dependent_cytokinesis'],[],False
sgG5,74,3,0,0,"['extracellular matrix structural constituent', 'structural molecule activity', 'cell adhesion molecule binding', 'signaling receptor binding']","['plasminogen_activation', 'fibrinolysis', 'blood_coagulation,_fibrin_clot_formation', 'positive_regulation_of_peptide_hormone_s...', 'negative_regulation_of_endothelial_cell_...', 'positive_regulation_of_heterotypic_cell-...', 'protein_polymerization', 'negative_regulation_of_extrinsic_apoptot...', 'positive_regulation_of_vasoconstriction', 'platelet_aggregation', 'positive_regulation_of_protein_secretion', 'positive_regulation_of_exocytosis', 'response_to_calcium_ion', 'positive_regulation_of_substrate_adhesio...', 'cell-matrix_adhesion', 'induction_of_bacterial_agglutination', 'positive_regulation_of_ERK1_and_ERK2_cas...', 'protein-containing_complex_assembly', 'cellular_response_to_interleukin-1', 'adaptive_immune_response', 'innate_immune_response', 'blood_coagulation,_common_pathway', 'platelet_maturation']","['hypertension', ""Parkinson's_disease""]",False
sgG5,18,3,0,0,"['protein-macromolecule adaptor activity', 'ubiquitin protein ligase activity', 'syntaxin binding']","['endosomal_vesicle_fusion', 'regulation_of_SNARE_complex_assembly', 'endosome_to_lysosome_transport', 'organelle_fusion', 'negative_regulation_of_intracellular_est...', 'endosome_organization', 'intracellular_protein_transport', 'vesicle_docking_involved_in_exocytosis', 'autophagy', 'protein_ubiquitination']",[],False
sgG5,56,11,0,0,"['protein kinase A catalytic subunit binding', 'cAMP-dependent protein kinase regulator activity', 'cAMP-dependent protein kinase inhibitor activity', 'cAMP binding', 'ubiquitin protein ligase binding', 'protein kinase A regulatory subunit binding', 'protein domain specific binding', 'protein kinase A binding', 'AMP-activated protein kinase activity', 'cAMP-dependent protein kinase activity', 'dopamine neurotransmitter receptor activity, coupled via Gs', 'dopamine neurotransmitter receptor activity']","['negative_regulation_of_cAMP-dependent_pr...', 'mesoderm_formation', 'cellular_response_to_glucagon_stimulus', 'adenylate_cyclase-activating_G_protein-c...', 'positive_regulation_of_protein_export_fr...', 'regulation_of_protein_kinase_A_signaling', 'dopamine_receptor_signaling_pathway', 'intracellular_signal_transduction', 'positive_regulation_of_long-term_synapti...', 'positive_regulation_of_insulin_secretion', 'positive_regulation_of_mitochondrion_org...', 'negative_regulation_of_glycogen_biosynth...', 'regulation_of_protein_export_from_nucleu...', 'neuron_projection_organization', 'negative_regulation_of_protein_acetylati...', 'positive_regulation_of_protein_localizat...', 'negative_regulation_of_dopaminergic_neur...', 'positive_regulation_of_protein_localizat...', 'negative_regulation_of_type_B_pancreatic...', 'negative_regulation_of_glycogen_(starch)...', 'protein_export_from_nucleus', 'positive_regulation_of_gluconeogenesis', 'sperm_capacitation', 'cellular_response_to_cold', 'regulation_of_protein_processing', 'cellular_response_to_parathyroid_hormone...', 'negative_regulation_of_smoothened_signal...', 'regulation_of_bicellular_tight_junction_...', 'mitochondrial_fission', 'peroxisome_fission', 'protein_complex_oligomerization', 'necroptotic_process', 'mitochondrial_membrane_fission', 'positive_regulation_of_release_of_cytoch...', 'regulation_of_peroxisome_organization', 'regulation_of_ATP_metabolic_process', 'positive_regulation_of_intrinsic_apoptot...', 'response_to_antipsychotic_drug', 'positive_regulation_of_fear_response', 'conditioned_taste_aversion', 'adenylate_cyclase-activating_dopamine_re...', 'operant_conditioning', 'maternal_behavior', 'sensitization', 'cellular_response_to_catecholamine_stimu...', 'positive_regulation_of_endosome_to_plasm...']","[""Huntington's_disease""]",False
